title,source,url,published_at,summary,image_url,country,topic,political_bias
"Jewish leaders protest in DC, say ICE's actions are 'affront to God'",USA Today,https://www.usatoday.com/story/news/politics/2026/02/11/jewish-rabbis-protest-ice-immigration/88596213007,2026-02-11,"More than 150 rabbis and cantors protested outside the Immigration and Customs Enforcement headquarters in Washington, DC, on Wednesday, Feb. 11, in what organizers said was the largest all-Jewish protest of the Trump administration's immigration enforcement surge....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/11/USAT/88632332007-1000010427.jpg?crop=2252,1267,x0,y458&width=2252&height=1267&format=pjpg&auto=webp",United States,Politics,leaning-left
Jan. 6 rioter pardoned by Trump convicted of child sexual abuse,USA Today,https://www.usatoday.com/story/news/politics/2026/02/11/jan-6-rioter-convicted-child-sexual-abuse/88632634007,2026-02-11,"A Florida man pardoned by President Donald Trump in 2025 for his role in the Jan. 6, 2021, U.S. Capitol attack was convicted of child sexual abuse charges this week. On Tuesday, Feb....","https://www.usatoday.com/gcdn/authoring/authoring-images/2025/11/15/USAT/87291101007-20250925-t-140609-z-1542402117-rc-22-zgawvy-5-f-rtrmadp-3-reuters-40-anniversary.JPG?crop=6111,3438,x0,y615&width=3200&height=1801&format=pjpg&auto=webp",United States,Politics,leaning-left
See the moments it went wrong at Winter Olympics 2026,USA Today,https://www.usatoday.com/picture-gallery/sports/olympics/2026/02/08/crash-photos-vonn-winter-olympics-2026/88548146007,2026-02-08,"See the moments it went wrong at Winter Olympics 2026 Feb. 8, 2026 Updated Feb. 11, 2026, 8:08 p.m. ET Czech Republic's Katerina Mrazkova and Daniel Mrazek compete in the figure skating ice dance-free dance final during the Milano Cortina 2026 Winter Olympic Games at Milano Ice Skating Arena in...","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/12/USAT/88634181007-afp-2260561303.jpg?crop=4305,2423,x0,y114&width=3200&height=1802&format=pjpg&auto=webp",United States,Sports,leaning-left
"Fournier Beaudry, Cizeron bring artistry, controversy to Olympic stage",USA Today,https://www.usatoday.com/picture-gallery/sports/olympics/2026/02/11/beaudry-cizeron-french-ice-dance-olympics-photos/88615115007,2026-02-11,"Fournier Beaudry, Cizeron bring artistry, controversy to Olympic stage Updated Feb. 11, 2026, 8:05 p.m. ET Laurence Fournier Beaudry and Guillaume Cizeron of Team France take part during a training session on day minus one of the Milano Cortina 2026 Winter Olympic games at Milano Ice Skating Arena...","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/12/USAT/88634149007-afp-2260595619.jpg?crop=5391,3033,x0,y279&width=3200&height=1801&format=pjpg&auto=webp",United States,Sports,leaning-left
Olympic athletes defy gravity at 2026 Milano Cortina Winter Games,USA Today,https://www.usatoday.com/picture-gallery/sports/olympics/2026/02/07/athletes-winter-games-olympics-2026-photo/88547827007,2026-02-07,"Olympic athletes defy gravity at 2026 Milano Cortina Winter Games Feb. 7, 2026 Updated Feb. 11, 2026, 7:59 p.m. ET Bronze medallist Lora Hristova of Bulgaria celebrates on the podium during the victory ceremony of the Women's 15km Individual Biathlon on Feb. 11, 2026....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/12/USAT/88634105007-getty-images-2260558358.jpg?crop=3242,1824,x0,y0&width=3200&height=1801&format=pjpg&auto=webp",United States,Sports,leaning-left
Mother and son compete together in Milan-Cortina,USA Today,https://www.usatoday.com/story/sports/sportskind/2026/02/09/meet-the-first-mother-son-duo-competing-in-the-winter-olympics/88595571007,2026-02-09,"As the world turns on their TVs for the latest from the 2026 Olympics in Milan-Cortina, Kind Alert, our daily series celebrating moments of kindness and humanity at the Games, is spotlighting Olympic stories that remind us sports are more than just medals and records....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/09/USAT/88595719007-20081024-t-120000-z-723605199-bm-2-e-4-ao-0-wtv-01-rtrmadp-3-austria.JPG?crop=2199,1238,x0,y201&width=2199&height=1238&format=pjpg&auto=webp",United States,Sports,leaning-left
"See squirrel cause chaos, run onto soccer field during game",USA Today,https://www.usatoday.com/story/pets-animals/wildlife/2026/02/09/squirrel-runs-onto-field-soccer-game/88590388007,2026-02-09,"A championship soccer game in the United Kingdom got a little nutty after a squirrel invaded the field twice, forcing the game to pause each time. The game, which took place on Saturday, Feb. 7, at MKM Stadium in Hull, England, was between Hull City and Bristol City, according to Storyful....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/09/USAT/88592624007-20260209-trnd-squirrel-interrupts-uk-soccer-game.jpg?crop=1919,1079,x0,y0&width=1919&height=1079&format=pjpg&auto=webp",United States,Sports,leaning-left
Surfers. Triathletes. Kids. See 2025's shark attack victims by state,USA Today,https://www.usatoday.com/story/news/nation/2026/02/09/how-many-shark-attacks-us-2025-list/87106404007,2026-02-09,"Despite a recent string of shark attacks across the California coast, including the tragic killing of a 55-year-old swimmer, the violent incidents dropped in the United States in 2025 compared to the year prior....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/04/USAT/88514290007-getty-images-2258100918.jpg?crop=5641,3173,x0,y345&width=3200&height=1800&format=pjpg&auto=webp",United States,Crime,leaning-left
"Air purifiers sold on Amazon, TikTok Shop, more recalled. Here's why.",USA Today,https://www.usatoday.com/story/money/2026/02/11/air-purifier-recall-burn-risk/88630311007,2026-02-11,"Air purifiers sold on Amazon, Shopify, Temu and TikTok Shop have been recalled over concerns that they could catch on fire and burn users. Airova’s Aroeve air purifiers could ""overheat and ignite, posing fire and burn hazards to consumers,"" according to a recall notice posted by the Consumer...","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/11/USAT/88630319007-aroeye-1.png?crop=315,177,x0,y0&width=315&height=177&format=pjpg&auto=webp",United States,Business,leaning-left
How to protect your home and yard after a major snowstorm,USA Today,https://www.usatoday.com/story/money/personalfinance/real-estate/2026/02/09/homeowners-post-snowstorm-winter-weather-tasks/88596249007,2026-02-09,"Snow and ice might offer some beautiful sights, but they also come with a number of challenges for homeowners. And regardless of how long you've been one, it can be tough to remember all of the post-winter storm maintenance that you have to do....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/01/18/PNJM/88244048007-indian-lake-section-of-denville-gets-snow-jan-18-2026.jpeg?crop=5707,3212,x0,y629&width=3200&height=1802&format=pjpg&auto=webp",United States,Politics,leaning-left
"Olympian's public confession, grand gestures and when to forgive your partner after cheating",USA Today,https://www.usatoday.com/story/life/health-wellness/2026/02/11/winter-olympics-sturla-holm-lgreid-relationships-cheating/88623128007,2026-02-11,"Norwegian Olympian Sturla Holm Lægreid won a bronze medal for the 20-kilometer biathlon at the 2026 Winter Games. But in an interview after, that medal seemed to be the least of his concerns. At the finish line on Feb....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/11/USAT/88623185007-2260916504.jpg?crop=5596,3148,x0,y183&width=3200&height=1801&format=pjpg&auto=webp",United States,Crime,leaning-left
How often do full-body MRIs actually find cancer?,USA Today,https://www.usatoday.com/story/life/health-wellness/2026/02/11/full-body-mris-cancer-aneurysm/88396037007,2026-02-11,"Picture this: At your annual physical with your primary care provider, you also receive a full-body scan and a more extensive panel of bloodwork. Just to make sure that you are 100% fine, nothing is wrong with you, you can go on your way and not worry a second longer about your health....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/01/29/USAT/88414257007-prenuvo-mri-3.png?crop=3504,1972,x0,y328&width=3200&height=1801&format=pjpg&auto=webp",United States,Health,leaning-left
I tried to use AI to fix my marriage. Here's what happened. | Opinion,USA Today,https://www.usatoday.com/story/opinion/voices/2026/02/11/ai-help-marriage-relationship-wife/88546795007,2026-02-11,"Bob Brody Opinion contributor Feb. 11, 2026, 6:03 a.m. ET I reached a decision about our marriage a year ago that was long overdue. I let artificial intelligence replace me as a husband. My wife, Elvira, immediately OK'd the substitution. She sighed the deepest sigh I ever heard from her....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/03/USAT/88495119007-getty-images-105235413.jpg?crop=3399,1913,x0,y308&width=3200&height=1802&format=pjpg&auto=webp",United States,Technology,leaning-left
This TikTok reveals the instinct we tell women to ignore | Opinion,USA Today,https://www.usatoday.com/story/opinion/columnist/2026/02/11/tiktok-video-baby-women-kids-motherhood/88590115007,2026-02-11,"I remember the first time I held each of my four babies after giving birth. Each moment produced a rush of emotions − overwhelm, excitement and intense love. I can't hold any of them on my lap anymore. They're all older; one is an adult....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/02/USAT/88479408007-getty-images-1387123666.jpg?crop=7942,4466,x12,y199&width=3200&height=1800&format=pjpg&auto=webp",United States,Technology,leaning-left
James Van Der Beek shares how cancer changed view of love in final USA TODAY interview,USA Today,https://www.usatoday.com/story/entertainment/celebrities/2026/02/11/james-van-der-beek-interview-cancer/88632175007,2026-02-11,"James Van Der Beek, the actor known best for embodying those formative, angsty teenage years in ""Dawson's Creek"" and ""Varsity Blues,"" has died following a diagnosis with colorectal cancer. He was 48....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/11/USAT/88631062007-1176046872.jpg?crop=3599,2025,x0,y187&width=3200&height=1801&format=pjpg&auto=webp",United States,Health,leaning-left
"'Love is Blind' Season 10's engaged couples, revealed",USA Today,https://www.usatoday.com/story/entertainment/tv/2026/02/11/love-is-blind-season-10-who-got-engaged-ohio/88631464007,2026-02-11,"Spoiler alert! We are discussing details from Episodes 1-6 of Netflix's ""Love is Blind"" Season 10 (now streaming). ""Love is Blind"" Season 10 is boasting a record-breaking number of couples leaving the pods – but is this a case of quantity over quality?...","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/11/USAT/88631524007-love-is-blind-n-s-10-e-5-00-07-24-23-r.jpg?crop=2418,1360,x445,y142&width=2418&height=1360&format=pjpg&auto=webp",United States,Entertainment,leaning-left
"United and JetBlue expand partnership, allow cash bookings for flights",USA Today,https://www.usatoday.com/story/travel/airline-news/2026/02/10/united-airlines-jetblue-blue-sky-cash-booking/88609198007,2026-02-10,United Airlines and JetBlue are expanding their Blue Sky partnership. Customers will be able to book flights on either airline using cash on both of their websites and apps. The airlines plan to allow mixed-itinerary bookings in the future....,"https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/10/USAT/88610051007-2217690858-1.jpg?crop=3995,2249,x6,y419&width=3200&height=1802&format=pjpg&auto=webp",United States,Business,leaning-left
"Golden visas are booming in 2026, and Greece just changed the rules",USA Today,https://www.usatoday.com/story/travel/2026/02/10/what-are-golden-visas/88590152007,2026-02-10,"Golden visas allow wealthy individuals to gain residency in another country through a significant financial investment. Greece has expanded its popular golden visa program to include investments in startups, not just real estate....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/09/USAT/88596648007-2254827308.jpg?crop=4994,2809,x0,y260&width=3200&height=1800&format=pjpg&auto=webp",United States,Business,leaning-left
Monks celebrate end of 'Walk for Peace' at Lincoln Memorial in DC,USA Today,https://www.usatoday.com/story/news/nation/2026/02/11/monks-celebrate-end-walk-for-peace-lincoln-memorial/88624584007,2026-02-11,"On their second day in Washington, DC, a group of venerable Buddhist monks from Texas marked the end of their multi-month walking pilgrimage at the Lincoln Memorial. Approximately two dozen monks had embarked on the 2,300-mile journey from the Huong Dao Vipassana Bhavana Center in Fort Worth to the...","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/11/USAT/88629513007-20260211-t-161455-z-949052178-rc-2-rjja-0-nlo-9-rtrmadp-3-usamonkspeacewalk.JPG?crop=3795,2135,x0,y1300&width=3200&height=1801&format=pjpg&auto=webp",United States,Entertainment,leaning-left
California man sentenced for acting as illegal Chinese agent,USA Today,https://www.usatoday.com/story/news/nation/2026/02/11/california-man-sentenced-illegal-chinese-agent/88615209007,2026-02-11,A Southern California man has been sentenced for covertly operating as a Chinese agent while serving as campaign advisor for a local city council candidate and carrying out orders that included monitoring Taiwan's former president during her 2023 visit to the state....,"https://www.usatoday.com/gcdn/authoring/authoring-images/2025/04/14/USAT/83080319007-2201456273.jpg?crop=4271,2404,x0,y220&width=3200&height=1802&format=pjpg&auto=webp",United States,Crime,leaning-left
PlayStation's State of Play returns for 2026. Here's how to watch.,USA Today,https://www.usatoday.com/story/tech/gaming/2026/02/11/playstation-state-of-play-2026/88623059007,2026-02-11,"Calling all gamers: PlayStation's State of Play is back for another year, promising fans over 60 minutes of insider knowledge. Introduced in March 2019, the direct-to-consumer broadcasts, like Nintendo's Nintendo Direct, were designed to share updates, showcase upcoming games and engage with the...","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/11/USAT/88624404007-2236883691.jpg?crop=8639,4860,x0,y0&width=3200&height=1801&format=pjpg&auto=webp",United States,Entertainment,leaning-left
Best Presidents Day Apple deals to shop right now 🍎,USA Today,https://www.usatoday.com/story/shopping/2026/02/09/best-presidents-day-apple-deals/88586935007,2026-02-09,"Amazon's Presidents Day sale is a major shopping event for deals on Apple products. Shoppers can expect discounts on AirPods, iPads, Apple Watches, and MacBooks. Early deals often begin one to two weeks before the holiday, which falls on Monday, February 16....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/09/USAT/88589628007-applehero.png?crop=1999,1124,x0,y0&width=1999&height=1124&format=pjpg&auto=webp",United States,Business,leaning-left
T-Mobile debuts Live Translation for phone calls in real time,USA Today,https://www.usatoday.com/story/tech/columnist/2026/02/11/t-mobile-real-time-phone-call-translation/88605297007,2026-02-11,"Bob O'Donnell Special to USA TODAY Feb. 11, 2026, 11:50 a.m. ET Think AI-powered tools like Gemini and ChatGPT are only good with text-based input? Think again. They’ve now gotten significantly better at understanding and reacting to human speech − and the implications of that are big....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/10/USNK/88612765007-20190520-t-213103-z-557413929-rc-134455-b-430-rtrmadp-3-sprintcorpmatmobile.JPG?crop=5512,3101,x0,y287&width=3200&height=1801&format=pjpg&auto=webp",United States,Technology,leaning-left
What James Van Der Beek said about battling cancer before his death,USA Today,https://www.usatoday.com/story/entertainment/tv/2026/02/11/james-van-der-beek-dies-quotes-cancer-battle-interviews/88629769007,2026-02-11,"James Van Der Beek was an open book when it came to the reality of battling cancer. The ""Dawson's Creek"" star died on Wednesday, Feb. 11, after being diagnosed with colorectal cancer in 2023. He was 48....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/11/USAT/88630179007-1201726634.jpg?crop=3599,2025,x0,y0&width=3200&height=1801&format=pjpg&auto=webp",United States,Health,leaning-left
James Van Der Beek's career from 'Dawson's Creek' to 'Varsity Blues',USA Today,https://www.usatoday.com/picture-gallery/entertainment/celebrities/2026/02/11/james-van-der-beek-photos/88630721007,2026-02-11,"James Van Der Beek's career from 'Dawson's Creek' to 'Varsity Blues' Feb. 11, 2026, 3:55 p.m. ET Revisit the actor's most memorable roles and career highlights, starting with Van Der Beek as Dawson Leery in ""Dawson's Creek."" From ""Dawson's Creek"" darling to ""Dancing With the Stars,"" James Van Der...","https://www.usatoday.com/gcdn/authoring/authoring-images/2025/07/30/USAT/85449271007-8787.jpg?crop=3459,1946,x0,y0&width=3200&height=1801&format=pjpg&auto=webp",United States,Entertainment,leaning-left
Approval of Trump's immigration policies tumbles in new poll,USA Today,https://www.usatoday.com/story/news/politics/2026/02/11/trump-approval-rating-immigration-poll/88627050007,2026-02-11,"Weeks of conflictand outrage over the administration's law enforcement operations in Minneapolis are contributing to a significant dip in Americans' attitudes toward President Donald Trump's immigration policies, a new poll shows. According to a new survey from NBC News out Feb....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/10/USAT/88598240007-20260207-t-020505-z-1724214399-rc-2-ogjacym-4-e-rtrmadp-3-usatrump.JPG?crop=5999,3375,x0,y200&width=3200&height=1801&format=pjpg&auto=webp",United States,Politics,leaning-left
"Buddhist monks conclude peace walk in Washington, DC. See their journey.",USA Today,https://www.usatoday.com/story/news/nation/2026/02/10/buddhist-monks-peace-walk-washington-dc-photos/88596132007,2026-02-10,"A group of Buddhist monks who have been walking across the country for peace since October arrived in Washington, DC on Tuesday, Feb. 10, one of their last stops in a 2,300-mile journey. The men have traveled across eight U.S....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/10/USAT/88607383007-getty-images-2260775682.jpg?crop=3981,2241,x2,y0&width=3200&height=1802&format=pjpg&auto=webp",United States,Entertainment,leaning-left
Consumer Reports ranks Toyota Grand Highlander best midsize SUV,USA Today,https://www.usatoday.com/story/cars/shopping/suvs/2026/02/11/consumer-reports-toyota-grand-highlander/88605747007,2026-02-11,"Consumer Reports named the Toyota Grand Highlander the best midsize SUV of 2026. The 2026 Grand Highlander starts at an affordable $41,600 and comes in 10 different trim levels. Consumer Reports has released its Best Cars of the Year list for 2026, and USA TODAY Cars tested many of the winners....","https://www.usatoday.com/gcdn/authoring/authoring-images/2025/07/30/PNAS/85441270007-toyota-grand-highlander-hybrid.jpg?crop=1245,699,x77,y0&width=1245&height=699&format=pjpg&auto=webp",United States,Business,leaning-left
"Stellantis issues 'stop-drive' alert for 225K Dodge, Chrysler, Jeep cars",USA Today,https://www.usatoday.com/story/cars/recalls/2026/02/11/stellantis-stop-drive-alert-dodge-chrysler-jeep/88623516007,2026-02-11,"Stellantis, the parent company of Chrysler and Dodge, has issued a ""do not drive"" notice for 225,000 late-model vehicles due to an airbag issue that could allow metal fragments to enter the vehicle, causing injuries....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/11/USAT/88623588007-getty-images-2236440931.jpg?crop=1023,576,x0,y53&width=1023&height=576&format=pjpg&auto=webp",United States,Business,leaning-left
Tesla car prices dropped in January 2026. Here's how much buyers paid.,USA Today,https://www.usatoday.com/story/cars/research/2026/02/11/january-tesla-sales-2026/88621948007,2026-02-11,"The average price for a new Tesla in January 2026 was $52,628, a decrease from the previous year. While Tesla prices fell, overall industry car prices rose by 1.9% during the same period. Tesla's U.S. sales dropped in 2025 to 589,160 cars from 633,762 in 2024....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/01/16/USNK/88220021007-20260102-t-141053-z-2107137274-rc-2-yu-6-abx-2-wf-rtrmadp-3-tesladeliveries.JPG?crop=5999,3375,x0,y0&width=3200&height=1801&format=pjpg&auto=webp",United States,Technology,leaning-left
Used Tesla Model S sees a major price drop in 2026,USA Today,https://www.usatoday.com/story/cars/shopping/evs/2026/02/10/used-tesla-model-price/88592732007,2026-02-10,"Tesla may be discontinuing the Model S, but it remains available on the used car market. While a new Model S starts at nearly $95,000, used models can be found for under $18,000. Tesla may be discontinuing the Model S to make room for Optimus bot production, but drivers will still be able to...","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/09/PNAS/88597055007-tesla-model-s.jpg?crop=1919,1079,x0,y0&width=1919&height=1079&format=pjpg&auto=webp",United States,Entertainment,leaning-left
Simple EV charging etiquette every driver should know,USA Today,https://www.usatoday.com/story/cars/tips/2026/02/06/ev-charging-rules-etiquette-new-drivers/88549660007,2026-02-06,"Buying your first EV will bring a lot of new experiences. Every driver knows the deal when visiting a gas station. You park next to the pump, pay, fill your vehicle and leave. This normally takes about five minutes unless you are going inside of the gas station for some snacks or to use the...","https://www.usatoday.com/gcdn/authoring/authoring-images/2025/05/08/USNK/83507513007-20220817-t-185053-z-114347396-rc-2-uxv-9-r-0-otg-rtrmadp-3-usaconstructiontimbernewyork.JPG?crop=4830,2718,x0,y251&width=3200&height=1801&format=pjpg&auto=webp",United States,Technology,leaning-left
Congress holds hearing on self-driving cars,USA Today,https://www.usatoday.com/videos/cars/news/2026/02/06/congress-self-driving-cars/88518550007,2026-02-06,"Congress holds hearing on self-driving cars The future of self-driving vehicles was the topic on Capitol Hill on Feb. 4, as the Senate Commerce Committee held a hearing on the technology's future and how to keep people safe.","https://www.usatoday.com/gcdn/authoring/videos/videoelephant/thumbnails/88518550007.jpg?crop=undefined:NaN,smart&width=NaN&disable=upscale&format=pjpg&auto=webp",United States,Politics,leaning-left
Alex Pretti was trying to help. I can't move on from that. | Opinion,USA Today,https://www.usatoday.com/story/opinion/voices/2026/02/10/alex-pretti-death-homicide-trump-administration-lies/88497321007,2026-02-10,"Dr. Thomas K. Lew Opinion contributor Feb. 10, 2026, 5:05 a.m. ET As a doctor rounding in the hospital, I see a lot of sick patients. And when things go south, and people’s lives are hanging by a thread, the first staff to react are the nurses....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/03/USAT/88490993007-alex-pretti-homicide.jpg?crop=1919,1079,x0,y0&width=1919&height=1079&format=pjpg&auto=webp",United States,Health,leaning-left
"Trump's schtick is wearing on Republicans, costing him his base | Opinion",USA Today,https://www.usatoday.com/story/opinion/columnist/2026/02/10/super-bowl-halftime-trump-approval-rating-ice/88593054007,2026-02-10,"President Donald Trump and MAGA loyalists exist in a swiftly deflating bubble, their smallness highlighted by plummeting polling numbers, towering pop culture moments like the Super Bowl halftime show, and the spectacle of the world booing America’s vice president at the Olympics....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/01/27/USAT/88385652007-trump-iowa-pic-2.JPG?crop=4875,2742,x0,y163&width=3200&height=1800&format=pjpg&auto=webp",United States,Politics,leaning-left
"Leftist critics hate 'Melania,' but the audience loves it | Opinion",USA Today,https://www.usatoday.com/story/opinion/columnist/2026/02/10/melania-movie-reviews-rotten-tomatoes-score/88545838007,2026-02-10,"If you needed an example of the disconnect between legacy media and the country at large, look no further than “Melania.” The new documentary on Melania Trump follows the first lady in the 20 days leading up to the 2025 presidential inauguration – and her second stint calling the White House home....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/04/USAT/88506610007-2259143035.jpg?crop=5999,3376,x0,y459&width=3200&height=1801&format=pjpg&auto=webp",United States,Politics,leaning-left
ICE is beyond redemption. It should be abolished. | Your Turn,USA Today,https://www.usatoday.com/story/opinion/voices/2026/02/09/abolish-ice-polling-trump-immigration-tactics/88491787007,2026-02-09,"Opinion Forum USA TODAY Feb. 9, 2026, 6:02 a.m. ET In letting Immigration and Customs Enforcement loose on cities such as Minneapolis, the Trump administration appeared to be seeking many things, including strong reactions. Judging by the opinions that USA TODAY readers submitted to us, it worked....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/06/USAT/88547867007-forum-abolish-ice-header-1.png?crop=3554,1997,x51,y0&width=3200&height=1799&format=pjpg&auto=webp",United States,Politics,leaning-left
Trump said he'd reduce federal spending. It's gotten worse. | Opinion,USA Today,https://www.usatoday.com/story/opinion/columnist/2026/02/09/national-debt-federal-budget-ice-funding/88528339007,2026-02-09,"The national debt reached $38 trillion in October 2025, following the fastest accumulation of $1 trillion since the COVID-19 pandemic. The One Big Beautiful Bill Act is projected to add $3.4 trillion to the national debt....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/08/USAT/88579320007-2259686983.jpg?crop=5396,3035,x0,y0&width=3200&height=1800&format=pjpg&auto=webp",United States,Business,leaning-left
Bad Bunny's Super Bowl show cements Latinidad in the mainstream | Opinion,USA Today,https://www.usatoday.com/story/opinion/columnist/2026/02/08/super-bowl-bad-bunny-latin-americans/88494745007,2026-02-08,"A casita surrounded by grassy fields. A wedding. A recreation of a Nuyorican neighborhood. The joy, the pain and the dancing. Bad Bunny’s highly anticipated halftime performance during Super Bowl 60 on Sunday, Feb....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/09/USAT/88583217007-20260209-t-015425-z-272030398-up-1-em-2905-an-9-s-rtrmadp-3-footballnflsuperbowlhalftime.JPG?crop=2683,1510,x0,y131&width=2683&height=1510&format=pjpg&auto=webp",United States,Entertainment,leaning-left
Did Bad Bunny's Super Bowl show deliver? Vote in our poll. | Opinion,USA Today,https://www.usatoday.com/story/opinion/columnist/2026/02/08/super-bowl-halftime-show-2026-poll/88527681007,2026-02-08,"Has a Super Bowl halftime show ever produced as much hand-wringing and consternation before a performer even took the stage? Since the NFL announced Bad Bunny, the Puerto Rican reggaeton star and ""King of Latin Trap,"" as the headliner for Super Bowl 60, the...","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/09/USAT/88583128007-2260606460.jpg?crop=4518,2542,x0,y235&width=3200&height=1801&format=pjpg&auto=webp",United States,Entertainment,leaning-left
I am a Black man diagnosed with prostate cancer. This is my story.,USA Today,https://www.usatoday.com/story/life/health-wellness/2026/02/08/prostate-cancer-black-men/88488466007,2026-02-08,"Jerry McCormick Special to USA TODAY Feb. 8, 2026, 9:00 a.m. ET Thirty-eight years ago, I was initiated into the oldest and one of the largest Black fraternities in the world: Alpha Phi Alpha Fraternity, Inc. It was one of the happiest days of my life....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/03/USAT/88488677007-jerry.jpg?crop=2315,1303,x0,y1080&width=2315&height=1303&format=pjpg&auto=webp",United States,Health,leaning-left
"Online predators drove my son to suicide. Congress, do something. | Opinion",USA Today,https://www.usatoday.com/story/opinion/voices/2026/02/08/congress-kids-online-safety-act-meta-instagram-sextortion/88529982007,2026-02-08,"Tamia Woods Opinion contributor Feb. 8, 2026, 6:01 a.m. ET This column discusses suicide and suicidal ideation. If you or someone you know is struggling or in crisis, help is available....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/02/NCOD/88479191007-senior-pic-3.JPG?crop=426,240,x0,y64&width=426&height=240&format=pjpg&auto=webp",United States,Politics,leaning-left
"Amid rampant AI and social media, Gen Z is turning to religion | Opinion",USA Today,https://www.usatoday.com/story/opinion/2026/02/08/gen-z-religion-returning-faith/88514969007,2026-02-08,"Dr. Marc Siegel Opinion contributor Feb. 8, 2026, 5:05 a.m. ET Recent research indicates that the number of religious Americans has remained stable. A growing number of Gen Zers are identifying as religious or spiritual, slowing a previous rise in secularism....","https://www.usatoday.com/gcdn/authoring/authoring-images/2025/12/15/PPHX/87780781007-1-rs-3051-copy-2.jpg?crop=2997,1686,x0,y0&width=2997&height=1686&format=pjpg&auto=webp",United States,Technology,leaning-left
Ironclad Super Bowl 60 picks you can bet your Bitcoin on! | Opinion,USA Today,https://www.usatoday.com/story/opinion/columnist/2026/02/08/super-bowl-2026-picks-predictions/88530467007,2026-02-08,With the joyous arrival of Super Bowl LX – which I’m told translates from Roman to “Super Bowl 60” – readers the world over are again turning to me for sure-thing prognostications and sound ways to wager....,"https://www.usatoday.com/gcdn/authoring/authoring-images/2026/01/29/USAT/88406018007-usatsi-28086696-1.jpg?crop=6330,3563,x0,y0&width=3200&height=1802&format=pjpg&auto=webp",United States,Business,leaning-left
I rely on kratom to ease chronic pain. Banning it is shortsighted. | Opinion,USA Today,https://www.usatoday.com/story/opinion/voices/2026/02/07/kratom-7-oh-ban-fda-regulation/88400051007,2026-02-07,"Bill Collier Opinion contributor Feb. 7, 2026, 5:02 a.m. ET After decades of living with chronic pain, I finally found something that helps. Last year, I started taking 7-hydroxymitragynine, or 7-OH, a concentrated version of a chemical found in the kratom plant....","https://www.usatoday.com/gcdn/authoring/authoring-images/2025/08/06/USAT/85543603007-getty-images-530276376.jpg?crop=1022,576,x1,y60&width=1022&height=576&format=pjpg&auto=webp",United States,Health,leaning-left
Democrats now see the danger of concentrating power. Welcome! | Opinion,USA Today,https://www.usatoday.com/story/opinion/columnist/2026/02/11/trump-nationalize-elections-midterms-state-rights/88585077007,2026-02-11,"President Donald Trump’s call to nationalize elections ahead of November has rightfully garnered plenty of opposition from Democrats, with many sounding the alarm for an authoritarian plot aimed at artificially boosting Republicans’ prospects....","https://www.usatoday.com/gcdn/authoring/authoring-images/2026/02/10/USAT/88598240007-20260207-t-020505-z-1724214399-rc-2-ogjacym-4-e-rtrmadp-3-usatrump.JPG?crop=5999,3375,x0,y200&width=3200&height=1801&format=pjpg&auto=webp",United States,Politics,leaning-left
